"","Alpha_Three_Factor","Sector"
"PF",-0.00728214386694114,"xlp"
"PFE",-0.00756472733738934,"xlp"
"PFG",-0.00661733529518527,"xlv"
"PG",-0.00760782842997493,"xlf"
"PGR",-0.00601939065667918,"xli"
"PGRE",-0.00773685268769639,"xlf"
"PH",-0.00630866663546977,"xly"
"PHM",-0.00469011059129821,"xli"
"PII",-0.0055792695935912,"xly"
"PINC",-0.00773186463338573,"xlp"
"PK",-0.00683140552805161,"xly"
"PKG",-0.00586890890206371,"xly"
"PKI",-0.00623010646534512,"xlb"
"PLD",-0.00649587317729889,"xlv"
"PM",-0.00711879599886348,"xlre"
"PNC",-0.00666605669967631,"xlp"
"PNFP",-0.00714037778424981,"xlf"
"PNR",-0.00609846200628144,"xlf"
"PNW",-0.00719916771786047,"xlk"
"POOL",-0.00654536384682997,"xlu"
"POST",-0.00762721831505218,"xly"
"PPC",-0.00494042488061196,"xlp"
"PPG",-0.00624244401483373,"xlp"
"PPL",-0.00756000569473173,"xlb"
"PRA",-0.00727650662936202,"xlu"
"PRGO",-0.0080988947052618,"xlf"
"PRU",-0.00710913652789281,"xlv"
"PSA",-0.00775347407658069,"xlf"
"PSX",-0.00693848334696796,"xlre"
"PTC",-0.00541020643726628,"xle"
"PTEN",-0.00883846974242691,"xlk"
"PVH",-0.00559504212411745,"xle"
"PWR",-0.00646549059453501,"xly"
"PX",-0.0062780309500015,"xli"
"PXD",-0.00885554765976426,"xlb"
"PYPL",-0.00508783249908927,"xle"
"Q",-0.00613021080057206,"xlk"
"QCOM",-0.00709110012664464,"xlv"
"QEP",-0.0102803119965096,"xlk"
"QGEN",-0.00713753303027516,"xle"
"QRVO",-0.0053607876264817,"xlv"
"QVCA",-0.00674720117693608,"xlk"
"R",-0.0062685209717529,"xly"
"RAD",-0.0134493138958175,"xly"
"RBC",-0.00665701355190671,"xlv"
"RCL",-0.00634725468196961,"xly"
"RE",-0.0073847740869119,"xly"
"REG",-0.00769122285519477,"xlf"
"REGN",-0.00749033046480593,"xlre"
"RES",-0.00697074421128259,"xlv"
"RF",-0.00635563398400472,"xle"
"RGA",-0.00614707657615441,"xlf"
"RGC",-0.0084887837775322,"xlf"
"RGLD",-0.00666082007118468,"xly"
"RHI",-0.00627888337020554,"xli"
"RHT",-0.00441573911366454,"xlk"
"RIG",-0.00905239758658314,"xlk"
"RJF",-0.00637933492586748,"xle"
"RL",-0.00765027060628676,"xle"
"RLGY",-0.00712314544918541,"xlf"
"RMD",-0.0055888961541134,"xly"
"RNR",-0.00757429181090106,"xlf"
"ROK",-0.00587212285463315,"xlv"
"ROL",-0.00619982055738047,"xlf"
"ROP",-0.00611476068836696,"xli"
"ROST",-0.00692346890812835,"xlf"
"RPAI",-0.00813323477771124,"xli"
"RPM",-0.00735204508795185,"xly"
"RRC",-0.00919859462204817,"xly"
"RS",-0.00747986114639507,"xli"
"RSG",-0.00710284802609015,"xle"
"RSPP",-0.00854783606579712,"xli"
"RTN",-0.00657425430091804,"xlu"
"RYN",-0.00667660071240888,"xle"
"S",-0.00859159144607478,"xli"
"SABR",-0.00808489988989098,"xly"
"SATS",-0.0064616802725333,"xlu"
"SAVE",-0.00757782731195302,"xlk"
"SBAC",-0.00568046659471578,"xlk"
"SBH",-0.00992986969703453,"xli"
"SBNY",-0.00727685082564358,"xlre"
"SBUX",-0.00749899978068321,"xly"
"SC",-0.00615455407638622,"xlf"
"SCCO",-0.00616629909779655,"xly"
"SCG",-0.0106102278271216,"xlf"
"SCHW",-0.006574380081073,"xli"
"SCI",-0.00644510119898659,"xlu"
"SEB",-0.00722466211006981,"xlf"
"SEE",-0.00717196369169146,"xly"
"SEIC",-0.00586073768042253,"xlf"
"SERV",-0.00616544570572969,"xlb"
"SFM",-0.00698917405818017,"xlf"
"SGEN",-0.00684386586968355,"xly"
"SHW",-0.00597348691727997,"xly"
"SIG",-0.00900318978851691,"xlv"
"SIRI",-0.00668945095536465,"xlb"
"SIVB",-0.00513547614966666,"xly"
"SIX",-0.00675870556697547,"xly"
"SJM",-0.00811316813744215,"xlf"
"SKT",-0.0095026448927006,"xly"
"SKX",-0.00542326261740295,"xlp"
"SLB",-0.00902764579226789,"xly"
"SLG",-0.0078485129189066,"xlp"
"SLGN",-0.00675368543252669,"xle"
"SLM",-0.00590703041094307,"xlre"
"SM",-0.00905570888556843,"xly"
"SMG",-0.00726562664936301,"xlf"
"SNA",-0.0077383686138984,"xle"
"SNH",-0.00716406899632195,"xli"
"SNI",-0.0079974740013636,"xli"
"SNPS",-0.00607898696551309,"xly"
"SNV",-0.00600068414012457,"xly"
"SO",-0.00791618667759522,"xlk"
"SON",-0.00737874800456387,"xlf"
"SPB",-0.00810833048059953,"xlu"
"SPG",-0.00840282009990897,"xly"
"SPGI",-0.00579833244736664,"xly"
"SPLK",-0.00505326323027428,"xlre"
"SPR",-0.00648916584529855,"xlf"
"SQ",-0.00207836710969266,"xlk"
"SRC",-0.00836500200343512,"xlp"
"SRCL",-0.00841571855873929,"xlk"
"SRE",-0.00711285096104801,"xly"
"SSNC",-0.00610010926056905,"xli"
"ST",-0.00611624527486539,"xlu"
"STAY",-0.00656316070748903,"xlk"
"STE",-0.0062540972074743,"xlp"
"STI",-0.00661980304268686,"xly"
"STLD",-0.00704001058070226,"xlv"
"STOR",-0.00685254536197429,"xlf"
"STT",-0.00643285091459607,"xli"
"STWD",-0.00757583124707952,"xly"
"STZ",-0.00610046151200828,"xlf"
"SUI",-0.00713325458725715,"xly"
"SWK",-0.0060076268668124,"xlp"
"SWKS",-0.00563809898642219,"xly"
"SWN",-0.0083226784584307,"xli"
"SYF",-0.00656234213382432,"xlk"
"SYK",-0.0067033616726882,"xle"
"SYMC",-0.00626293957396885,"xlf"
"SYY",-0.0075573856331049,"xlv"
"T",-0.00842698338366306,"xlk"
"TAHO",-0.00872675028445689,"xlp"
"TAP",-0.00861791234493262,"xlk"
"TCF",-0.00636446032583311,"xli"
"TCO",-0.0087869336353257,"xlp"
"TDC",-0.00550879125348892,"xlf"
"TDG",-0.00697887640016872,"xly"
"TDS",-0.00795131961599721,"xlk"
"TDY",-0.00568959691540644,"xli"
"TEAM",-0.00508287865035037,"xlu"
"TECH",-0.00639388449479853,"xlp"
"TER",-0.00548951486034478,"xlk"
"TEX",-0.00500314153295498,"xlv"
"TFSL",-0.00806437326188806,"xlp"
"TFX",-0.00543735434264071,"xlp"
"TGNA",-0.007386779682712,"xlf"
"TGT",-0.00906915707311882,"xlv"
"THG",-0.00680134656706183,"xly"
"THO",-0.00541963248371547,"xly"
"THS",-0.00857124998813911,"xlf"
"TIF",-0.00606803296414649,"xlp"
"TJX",-0.00762669674897009,"xlp"
"TKR",-0.00662408573115109,"xly"
"TMK",-0.00680706531250412,"xly"
"TMO",-0.00656824952477934,"xlp"
"TMUS",-0.00691013435035035,"xlf"
"TOL",-0.00518136514706397,"xlv"
"TPX",-0.00706301426871167,"xlu"
"TRCO",-0.00642260990082869,"xlp"
"TRGP",-0.00790784798011088,"xly"
"TRIP",-0.00746822791039607,"xly"
"TRMB",-0.00585939136778766,"xlu"
"TRN",-0.0060153476752532,"xlk"
"TROW",-0.00579605874468193,"xlp"
"TRU",-0.00490373160846573,"xlp"
"TRV",-0.00737829613563697,"xlf"
"TSCO",-0.00782083113983492,"xlf"
"TSLA",-0.00588399167416468,"xlf"
"TSN",-0.00601123700025361,"xly"
"TSRO",-0.00880129689029862,"xlp"
"TSS",-0.00617892173593199,"xlp"
"TTC",-0.00664650460454788,"xlv"
"TTWO",-0.00376430635806044,"xlk"
"TUP",-0.00687206432236913,"xlp"
"TWO",-0.00684298128076054,"xlk"
"TWTR",-0.00596336788894079,"xlp"
"TWX",-0.007971135635628,"xly"
"TXN",-0.00628550740793825,"xlk"
"TXT",-0.00699084457132793,"xly"
"TYL",-0.00643752217969793,"xlk"
"UA",-0.0115793213226824,"xli"
"UAA",-0.0117453991042122,"xlk"
"UAL",-0.00684789168650601,"xly"
"UDR",-0.00766632094730906,"xly"
"UFS",-0.00623787905732156,"xli"
"UGI",-0.00744545538325131,"xlre"
"UHAL",-0.00688452353137404,"xli"
"UHS",-0.00748276323320577,"xlu"
"ULTA",-0.0083144133452733,"xly"
"ULTI",-0.00669328045909128,"xlv"
"UNH",-0.00638960758130684,"xly"
"UNIT",-0.00971355243908882,"xlk"
"UNM",-0.00636103870414863,"xlv"
"UNP",-0.00636552063371205,"xly"
"UNVR",-0.00781568515635416,"xlf"
"UPS",-0.00733243462417008,"xli"
"URBN",-0.00643884373575433,"xly"
"URI",-0.00591748315409572,"xli"
"USB",-0.00729010403502012,"xly"
"USFD",-0.00769867632781792,"xlk"
"USG",-0.0058743287012759,"xlf"
"USM",-0.00866651670595082,"xlp"
"UTHR",-0.00772139143848919,"xlp"
"UTX",-0.00720619449238848,"xlu"
"V",-0.00599433828361365,"xlv"
"VAR",-0.00636911305275193,"xli"
"VC",-0.00527120357183085,"xlk"
"VEEV",-0.005010304711627,"xlv"
"VER",-0.00788283896597011,"xlp"
"VFC",-0.00619292929940199,"xlk"
"VIA",-0.00855698200723453,"xly"
"VIAB",-0.00863760298684698,"xly"
"VLO",-0.00625613895361046,"xly"
"VMC",-0.00688044275222271,"xly"
"VMI",-0.00661518412220067,"xle"
"VMW",-0.00572018577251982,"xlb"
"VNO",-0.00817380720402047,"xlp"
"VNTV",-0.00633827306414218,"xlk"
"VOYA",-0.00724701305999476,"xlre"
"VR",-0.00783700906928023,"xly"
"VRSK",-0.00702676634387953,"xlf"
"VRSN",-0.00572622603342478,"xlf"
"VRTX",-0.0053899052103048,"xlk"
"VSM",-0.00611819180171449,"xlk"
"VST",0.491722771844502,"xlv"
"VTR",-0.00730839587657749,"xli"
"VVC",-0.00614520286804518,"xlu"
"VVV",-0.00702682055136431,"xlre"
"VWR",-0.00710598787797979,"xlu"
"VZ",-0.00812014525531568,"xli"
"W",-0.00362083253438536,"xly"
"WAB",-0.00782650271306461,"xlk"
"WAL",-0.00652283180273664,"xly"
"WAT",-0.00594188533022854,"xlp"
"WBA",-0.00865794546648973,"xlf"
"WBC",-0.00613602132733512,"xlv"
"WBS",-0.00688880945835643,"xlv"
"WBT",-0.00668061000726968,"xlp"
"WCC",-0.00729257359664038,"xlf"
"WCG",-0.00556981778087446,"xlk"
"WDAY",-0.00470847176206558,"xlp"
"WDC",-0.0058464294609697,"xlv"
"WEC",-0.00735690428328247,"xlk"
"WEN",-0.00704096981195399,"xlk"
"WEX",-0.00683201596108094,"xlu"
"WFC",-0.00715351514295772,"xly"
"WFT",-0.00947734343257248,"xly"
"WHR",-0.0076504731992286,"xlf"
"WLK",-0.00437415162399996,"xle"
"WLL",-0.0100598006523624,"xly"
"WLTW",-0.00659367595775042,"xli"
"WM",-0.00697348775199802,"xle"
"WMB",-0.00760431512048109,"xlf"
"WMT",-0.00623907955942889,"xlu"
"WPC",-0.00680220399275592,"xle"
"WPX",-0.00778316005314526,"xly"
"WR",-0.00786494382739523,"xly"
"WRB",-0.00741396236057487,"xle"
"WRI",-0.00809072082455195,"xlu"
"WRK",-0.00627966827257585,"xlf"
"WSM",-0.00743544217980197,"xly"
"WSO",-0.00681721001610597,"xlb"
"WST",-0.00693063254044319,"xly"
"WTM",-0.00767412995264278,"xly"
"WTR",-0.0070902272160968,"xli"
"WU",-0.00793530100177796,"xlf"
"WY",-0.00677697272648951,"xlu"
"WYN",-0.00589920459247367,"xlk"
"WYNN",-0.0052160461273641,"xlre"
"X",-0.00616838758798995,"xly"
"XEC",-0.00855920722537997,"xly"
"XEL",-0.00698886993446958,"xli"
"XL",-0.00728156423613095,"xle"
"XLNX",-0.00658047324868171,"xlu"
"XOG",-0.00797006715057898,"xlf"
"XOM",-0.00811148251239112,"xlk"
"XON",-0.009385311204561,"xle"
"XPO",-0.00390252827164011,"xle"
"XRAY",-0.00702260870432238,"xlv"
"XRX",-0.00708979943882783,"xly"
"XYL",-0.00589664962153842,"xlv"
"Y",-0.00808288464886241,"xlk"
"YUM",-0.00652845121773469,"xli"
"YUMC",-0.00579690669051234,"xlf"
"Z",-0.00719601346308578,"xly"
"ZAYO",-0.00783022160518555,"xly"
"ZBH",-0.00676390778494862,"xly"
"ZBRA",-0.0062526354934693,"xlu"
"ZG",-0.00713834355782438,"xlv"
"ZION",-0.00606253554795931,"xlk"
"ZNGA",-0.0055007432474583,"xly"
"ZTS",-0.00602695817665372,"xlf"
